TransactionID,CustomerID,ProductID,TransactionDate,Quantity,TotalValue,Price_x,CalculatedTotal,CustomerName,Region,SignupDate,ProductName,Category,Price_y
T00610,C0021,P096,12-10-2024 3.25,2,614.94,307.47,614.94,Robert Blanchard,Asia,17-04-2023,SoundWave Headphones,Electronics,307.47
T00645,C0007,P096,25-08-2024 8.05,3,922.41,307.47,922.41,Paul Graves,Asia,18-06-2022,SoundWave Headphones,Electronics,307.47
T00666,C0044,P096,27-06-2024 12.03,1,307.47,307.47,307.47,Kenneth Alexander,Europe,10-07-2024,SoundWave Headphones,Electronics,307.47
T00724,C0117,P096,22-07-2024 23.34,3,922.41,307.47,922.41,Jeffrey Mcmahon,North America,22-11-2024,SoundWave Headphones,Electronics,307.47
T00735,C0104,P096,04-11-2024 7.25,4,1229.88,307.47,1229.88,Laura Bennett,South America,10-02-2022,SoundWave Headphones,Electronics,307.47
T00748,C0119,P096,13-10-2024 16.15,1,307.47,307.47,307.47,David Armstrong,Europe,13-11-2023,SoundWave Headphones,Electronics,307.47
T00764,C0026,P096,09-10-2024 13.52,4,1229.88,307.47,1229.88,Sara Miller,North America,03-05-2024,SoundWave Headphones,Electronics,307.47
T00794,C0161,P096,20-05-2024 6.17,1,307.47,307.47,307.47,Jessica Warren,Asia,14-03-2022,SoundWave Headphones,Electronics,307.47
T00819,C0075,P096,08-10-2024 21.31,2,614.94,307.47,614.94,Misty Higgins,Europe,01-05-2023,SoundWave Headphones,Electronics,307.47
T00070,C0051,P017,11-12-2024 13.46,4,1879.08,469.77,1879.08,Nicholas Ellis,Europe,21-12-2023,ActiveWear Textbook,Books,469.77
T00180,C0073,P017,11-03-2024 15.12,2,939.54,469.77,939.54,Heidi Johnson,Europe,20-08-2022,ActiveWear Textbook,Books,469.77
T00224,C0171,P017,06-07-2024 23.53,4,1879.08,469.77,1879.08,Michael Cowan,South America,16-12-2022,ActiveWear Textbook,Books,469.77
T00324,C0104,P017,11-08-2024 7.01,1,469.77,469.77,469.77,Laura Bennett,South America,10-02-2022,ActiveWear Textbook,Books,469.77
T00341,C0011,P017,26-12-2024 3.09,2,939.54,469.77,939.54,Bryan Mathews,South America,12-12-2022,ActiveWear Textbook,Books,469.77
T00503,C0013,P017,26-07-2024 0.21,4,1879.08,469.77,1879.08,Lauren Buchanan,South America,19-05-2024,ActiveWear Textbook,Books,469.77
T00558,C0169,P017,29-11-2024 23.39,4,1879.08,469.77,1879.08,Jennifer Shaw,South America,13-04-2023,ActiveWear Textbook,Books,469.77
T00571,C0137,P017,01-02-2024 15.50,2,939.54,469.77,939.54,Robert Gardner,South America,09-04-2024,ActiveWear Textbook,Books,469.77
T00682,C0131,P017,01-04-2024 10.10,2,939.54,469.77,939.54,Scott Wilson,North America,05-06-2022,ActiveWear Textbook,Books,469.77
T00971,C0023,P017,22-06-2024 21.26,1,469.77,469.77,469.77,Nicholas Cain,Europe,04-03-2022,ActiveWear Textbook,Books,469.77
T00072,C0167,P048,23-05-2024 19.17,3,1249.2,416.4,1249.2,Brandy Welch,Europe,27-01-2024,TechPro Cookbook,Books,416.4
T00280,C0175,P048,09-05-2024 17.38,2,832.8,416.4,832.8,Matthew Johnson,Asia,16-04-2022,TechPro Cookbook,Books,416.4
T00298,C0042,P048,09-11-2024 20.42,1,416.4,416.4,416.4,Heather Riley,North America,15-03-2023,TechPro Cookbook,Books,416.4
T00322,C0099,P048,17-02-2024 4.23,3,1249.2,416.4,1249.2,Rodney Eaton,South America,29-01-2023,TechPro Cookbook,Books,416.4
T00357,C0147,P048,15-11-2024 23.35,1,416.4,416.4,416.4,Hunter Fuller,South America,16-05-2022,TechPro Cookbook,Books,416.4
T00371,C0155,P048,15-05-2024 23.20,4,1665.6,416.4,1665.6,Michelle Brown,South America,23-03-2023,TechPro Cookbook,Books,416.4
T00548,C0185,P048,06-01-2024 22.00,3,1249.2,416.4,1249.2,Kathleen Logan,North America,17-10-2023,TechPro Cookbook,Books,416.4
T00550,C0154,P048,24-04-2024 5.30,3,1249.2,416.4,1249.2,Robert Sharp,North America,27-10-2024,TechPro Cookbook,Books,416.4
T00608,C0025,P048,13-06-2024 22.53,2,832.8,416.4,832.8,Gregory Odom,South America,04-07-2022,TechPro Cookbook,Books,416.4
T00657,C0100,P048,04-08-2024 15.35,1,416.4,416.4,416.4,Clinton Gomez,Europe,16-03-2023,TechPro Cookbook,Books,416.4
T00771,C0200,P048,10-09-2024 9.50,4,1665.6,416.4,1665.6,Kelly Cross,Asia,11-06-2023,TechPro Cookbook,Books,416.4
T00786,C0174,P048,07-08-2024 22.11,4,1665.6,416.4,1665.6,Tracy Steele,South America,03-11-2022,TechPro Cookbook,Books,416.4
T00811,C0141,P048,03-06-2024 23.59,4,1665.6,416.4,1665.6,Paul Parsons,Europe,23-02-2023,TechPro Cookbook,Books,416.4
T00844,C0118,P048,18-12-2024 4.17,4,1665.6,416.4,1665.6,Jacob Holt,South America,22-01-2022,TechPro Cookbook,Books,416.4
T00950,C0068,P048,28-02-2024 16.08,4,1665.6,416.4,1665.6,Mark Cox,North America,04-04-2023,TechPro Cookbook,Books,416.4
T00073,C0183,P052,13-11-2024 14.33,2,709.62,354.81,709.62,Kimberly Johnson,North America,23-01-2024,SoundWave Jacket,Clothing,354.81
T00101,C0008,P052,16-09-2024 22.10,4,1419.24,354.81,1419.24,David Li,North America,13-01-2024,SoundWave Jacket,Clothing,354.81
T00351,C0169,P052,03-12-2024 17.26,4,1419.24,354.81,1419.24,Jennifer Shaw,South America,13-04-2023,SoundWave Jacket,Clothing,354.81
T00460,C0099,P052,02-05-2024 0.25,2,709.62,354.81,709.62,Rodney Eaton,South America,29-01-2023,SoundWave Jacket,Clothing,354.81
T00988,C0165,P052,06-09-2024 6.43,4,1419.24,354.81,1419.24,Juan Mcdaniel,South America,09-04-2022,SoundWave Jacket,Clothing,354.81
T00076,C0141,P065,23-09-2024 20.32,3,1282.83,427.61,1282.83,Paul Parsons,Europe,23-02-2023,BookWorld Sweater,Clothing,427.61
T00110,C0084,P065,13-08-2024 10.30,2,855.22,427.61,855.22,Belinda Garner,Asia,17-09-2024,BookWorld Sweater,Clothing,427.61
T00139,C0118,P065,13-04-2024 2.29,1,427.61,427.61,427.61,Jacob Holt,South America,22-01-2022,BookWorld Sweater,Clothing,427.61
T00288,C0049,P065,22-01-2024 14.14,1,427.61,427.61,427.61,Jason Yates,North America,18-09-2024,BookWorld Sweater,Clothing,427.61
T00306,C0021,P065,27-06-2024 23.39,3,1282.83,427.61,1282.83,Robert Blanchard,Asia,17-04-2023,BookWorld Sweater,Clothing,427.61
T00383,C0048,P065,22-11-2024 19.56,2,855.22,427.61,855.22,Matthew Park,South America,07-11-2024,BookWorld Sweater,Clothing,427.61
T00540,C0034,P065,08-05-2024 21.17,2,855.22,427.61,855.22,Dalton Perez,North America,27-09-2023,BookWorld Sweater,Clothing,427.61
T00569,C0107,P065,22-10-2024 12.54,3,1282.83,427.61,1282.83,Dana Cantrell,South America,07-02-2023,BookWorld Sweater,Clothing,427.61
T00585,C0056,P065,31-01-2024 8.26,2,855.22,427.61,855.22,Erika Fernandez,Asia,12-04-2024,BookWorld Sweater,Clothing,427.61
T00888,C0055,P065,24-05-2024 9.36,2,855.22,427.61,855.22,Lauren Williams,North America,11-11-2024,BookWorld Sweater,Clothing,427.61
T00892,C0022,P065,06-04-2024 10.33,4,1710.44,427.61,1710.44,Teresa Esparza,Asia,27-10-2023,BookWorld Sweater,Clothing,427.61
T00077,C0192,P063,15-06-2024 17.12,3,100.77,33.59,100.77,Sarah Arias,South America,15-09-2022,TechPro Novel,Books,33.59
T00104,C0174,P063,12-01-2024 3.22,3,100.77,33.59,100.77,Tracy Steele,South America,03-11-2022,TechPro Novel,Books,33.59
T00216,C0193,P063,22-03-2024 19.50,3,100.77,33.59,100.77,Douglas Torres,Asia,03-02-2023,TechPro Novel,Books,33.59
T00353,C0012,P063,22-10-2024 21.55,1,33.59,33.59,33.59,Kevin May,South America,07-08-2024,TechPro Novel,Books,33.59
T00378,C0175,P063,03-08-2024 22.08,3,100.77,33.59,100.77,Matthew Johnson,Asia,16-04-2022,TechPro Novel,Books,33.59
T00413,C0021,P063,24-01-2024 18.23,3,100.77,33.59,100.77,Robert Blanchard,Asia,17-04-2023,TechPro Novel,Books,33.59
T00459,C0075,P063,17-01-2024 1.36,4,134.36,33.59,134.36,Misty Higgins,Europe,01-05-2023,TechPro Novel,Books,33.59
T00760,C0090,P063,03-01-2024 18.25,1,33.59,33.59,33.59,Charles Hamilton,Asia,17-10-2023,TechPro Novel,Books,33.59
T00853,C0098,P063,23-12-2024 18.36,4,134.36,33.59,134.36,Laura Gilbert,North America,21-10-2024,TechPro Novel,Books,33.59
T00078,C0011,P089,23-03-2024 2.59,3,662.73,220.91,662.73,Bryan Mathews,South America,12-12-2022,HomeSense Bluetooth Speaker,Electronics,220.91
T00153,C0094,P089,05-11-2024 7.32,3,662.73,220.91,662.73,Emily Trevino,North America,16-09-2023,HomeSense Bluetooth Speaker,Electronics,220.91
T00245,C0120,P089,28-04-2024 20.01,4,883.64,220.91,883.64,Francisco Diaz,South America,13-01-2023,HomeSense Bluetooth Speaker,Electronics,220.91
T00291,C0109,P089,27-01-2024 6.14,2,441.82,220.91,441.82,Abigail Jones,North America,09-05-2022,HomeSense Bluetooth Speaker,Electronics,220.91
T00390,C0113,P089,04-02-2024 7.33,4,883.64,220.91,883.64,Joseph Ortiz Jr.,South America,17-06-2022,HomeSense Bluetooth Speaker,Electronics,220.91
T00773,C0068,P089,08-12-2024 14.38,3,662.73,220.91,662.73,Mark Cox,North America,04-04-2023,HomeSense Bluetooth Speaker,Electronics,220.91
T00883,C0170,P089,10-05-2024 3.22,4,883.64,220.91,883.64,Logan Harris,Europe,13-09-2023,HomeSense Bluetooth Speaker,Electronics,220.91
T00082,C0127,P088,25-08-2024 5.43,1,263.55,263.55,263.55,Kathryn Stevens,Europe,04-04-2024,SoundWave Headphones,Electronics,263.55
T00130,C0191,P088,15-08-2024 13.06,1,263.55,263.55,263.55,Samantha Gibson DVM,South America,07-04-2024,SoundWave Headphones,Electronics,263.55
T00424,C0114,P088,23-09-2024 4.35,4,1054.2,263.55,1054.2,Benjamin Anderson,Europe,18-11-2024,SoundWave Headphones,Electronics,263.55
T00461,C0072,P088,17-09-2024 3.59,1,263.55,263.55,263.55,Sarah Scott,North America,24-07-2024,SoundWave Headphones,Electronics,263.55
T00556,C0050,P088,17-11-2024 17.56,3,790.65,263.55,790.65,Ryan Davis,North America,02-03-2024,SoundWave Headphones,Electronics,263.55
T00751,C0096,P088,11-03-2024 17.07,2,527.1,263.55,527.1,Benjamin Mcclure,South America,18-11-2022,SoundWave Headphones,Electronics,263.55
T00954,C0179,P088,10-10-2024 4.15,4,1054.2,263.55,1054.2,Donald Miller,Europe,16-10-2022,SoundWave Headphones,Electronics,263.55
T00985,C0068,P088,30-07-2024 21.37,2,527.1,263.55,527.1,Mark Cox,North America,04-04-2023,SoundWave Headphones,Electronics,263.55
T00083,C0046,P066,08-04-2024 10.34,4,1348.88,337.22,1348.88,Beth Cardenas,North America,23-10-2024,SoundWave Textbook,Books,337.22
T00195,C0023,P066,02-11-2024 10.20,1,337.22,337.22,337.22,Nicholas Cain,Europe,04-03-2022,SoundWave Textbook,Books,337.22
T00225,C0126,P066,20-06-2024 4.11,3,1011.66,337.22,1011.66,Caitlin Brown,South America,20-02-2024,SoundWave Textbook,Books,337.22
T00267,C0037,P066,30-06-2024 0.11,3,1011.66,337.22,1011.66,Linda Smith,Europe,04-02-2023,SoundWave Textbook,Books,337.22
T00505,C0147,P066,29-07-2024 19.28,2,674.44,337.22,674.44,Hunter Fuller,South America,16-05-2022,SoundWave Textbook,Books,337.22
T00596,C0175,P066,30-09-2024 11.36,1,337.22,337.22,337.22,Matthew Johnson,Asia,16-04-2022,SoundWave Textbook,Books,337.22
T00609,C0094,P066,19-03-2024 1.04,1,337.22,337.22,337.22,Emily Trevino,North America,16-09-2023,SoundWave Textbook,Books,337.22
T00623,C0146,P066,12-07-2024 10.03,3,1011.66,337.22,1011.66,Brittany Harvey,Asia,04-09-2024,SoundWave Textbook,Books,337.22
T00838,C0101,P066,24-07-2024 17.40,1,337.22,337.22,337.22,Kelsey Roberts,Asia,30-09-2023,SoundWave Textbook,Books,337.22
T00921,C0017,P066,01-12-2024 22.55,4,1348.88,337.22,1348.88,Jennifer King,Europe,05-12-2023,SoundWave Textbook,Books,337.22
T00924,C0116,P066,02-04-2024 0.16,1,337.22,337.22,337.22,James Martinez,North America,11-09-2024,SoundWave Textbook,Books,337.22
T00084,C0045,P015,02-08-2024 13.45,4,635.72,158.93,635.72,Michael Williams,Asia,25-02-2022,HomeSense Headphones,Electronics,158.93
T00114,C0068,P015,28-05-2024 18.07,1,158.93,158.93,158.93,Mark Cox,North America,04-04-2023,HomeSense Headphones,Electronics,158.93
T00333,C0101,P015,28-12-2024 11.00,3,476.79,158.93,476.79,Kelsey Roberts,Asia,30-09-2023,HomeSense Headphones,Electronics,158.93
T00526,C0156,P015,01-01-2024 16.46,4,635.72,158.93,635.72,William Adams,North America,19-08-2023,HomeSense Headphones,Electronics,158.93
T00599,C0013,P015,15-08-2024 20.46,1,158.93,158.93,158.93,Lauren Buchanan,South America,19-05-2024,HomeSense Headphones,Electronics,158.93
T00801,C0021,P015,06-02-2024 3.27,1,158.93,158.93,158.93,Robert Blanchard,Asia,17-04-2023,HomeSense Headphones,Electronics,158.93
T00893,C0101,P015,24-03-2024 16.37,1,158.93,158.93,158.93,Kelsey Roberts,Asia,30-09-2023,HomeSense Headphones,Electronics,158.93
T00989,C0129,P015,28-05-2024 14.48,3,476.79,158.93,476.79,Marcus Livingston,South America,14-04-2024,HomeSense Headphones,Electronics,158.93
T00088,C0019,P001,30-01-2024 17.23,2,338.6,169.3,338.6,Brandon Rodriguez,Europe,12-01-2023,ActiveWear Biography,Books,169.3
T00314,C0024,P001,24-09-2024 17.15,4,677.2,169.3,677.2,Michele Cooley,North America,05-02-2024,ActiveWear Biography,Books,169.3
T00428,C0071,P001,02-08-2024 8.13,2,338.6,169.3,338.6,Taylor Murphy,South America,01-07-2022,ActiveWear Biography,Books,169.3
T00433,C0036,P001,05-05-2024 5.01,2,338.6,169.3,338.6,Brian Aguilar DDS,North America,06-07-2024,ActiveWear Biography,Books,169.3
T00449,C0191,P001,12-12-2024 12.17,1,169.3,169.3,169.3,Samantha Gibson DVM,South America,07-04-2024,ActiveWear Biography,Books,169.3
T00545,C0105,P001,24-06-2024 10.10,2,338.6,169.3,338.6,Ryan Hampton,Europe,11-11-2024,ActiveWear Biography,Books,169.3
T00732,C0045,P001,13-08-2024 10.42,2,338.6,169.3,338.6,Michael Williams,Asia,25-02-2022,ActiveWear Biography,Books,169.3
T00758,C0017,P001,28-05-2024 14.47,3,507.9,169.3,507.9,Jennifer King,Europe,05-12-2023,ActiveWear Biography,Books,169.3
T00095,C0189,P093,13-09-2024 18.57,2,609.88,304.94,609.88,Sherri Dixon,North America,22-01-2024,TechPro Vase,Home Decor,304.94
T00211,C0007,P093,29-03-2024 14.35,4,1219.76,304.94,1219.76,Paul Graves,Asia,18-06-2022,TechPro Vase,Home Decor,304.94
T00335,C0118,P093,06-04-2024 9.26,2,609.88,304.94,609.88,Jacob Holt,South America,22-01-2022,TechPro Vase,Home Decor,304.94
T00547,C0079,P093,30-07-2024 23.32,4,1219.76,304.94,1219.76,Brian Murillo,North America,02-02-2022,TechPro Vase,Home Decor,304.94
T00586,C0179,P093,31-08-2024 22.33,1,304.94,304.94,304.94,Donald Miller,Europe,16-10-2022,TechPro Vase,Home Decor,304.94
T00629,C0100,P093,06-04-2024 10.30,1,304.94,304.94,304.94,Clinton Gomez,Europe,16-03-2023,TechPro Vase,Home Decor,304.94
T00630,C0031,P093,08-10-2024 23.58,2,609.88,304.94,609.88,Tina Miller,South America,11-04-2024,TechPro Vase,Home Decor,304.94
T00899,C0141,P093,30-04-2024 17.03,1,304.94,304.94,304.94,Paul Parsons,Europe,23-02-2023,TechPro Vase,Home Decor,304.94
T00096,C0161,P073,23-03-2024 0.07,3,80.97,26.99,80.97,Jessica Warren,Asia,14-03-2022,ComfortLiving Laptop,Electronics,26.99
T00277,C0029,P073,01-10-2024 17.22,4,107.96,26.99,107.96,Erin Manning,North America,16-04-2022,ComfortLiving Laptop,Electronics,26.99
T00317,C0111,P073,19-06-2024 15.07,4,107.96,26.99,107.96,Roger David,Europe,13-11-2024,ComfortLiving Laptop,Electronics,26.99
T00336,C0147,P073,16-11-2024 15.45,3,80.97,26.99,80.97,Hunter Fuller,South America,16-05-2022,ComfortLiving Laptop,Electronics,26.99
T00388,C0081,P073,11-04-2024 1.44,1,26.99,26.99,26.99,Kimberly Turner,Europe,24-02-2024,ComfortLiving Laptop,Electronics,26.99
T00494,C0055,P073,01-10-2024 4.39,2,53.98,26.99,53.98,Lauren Williams,North America,11-11-2024,ComfortLiving Laptop,Electronics,26.99
T00519,C0054,P073,02-06-2024 10.00,2,53.98,26.99,53.98,Bruce Rhodes,Asia,29-09-2024,ComfortLiving Laptop,Electronics,26.99
T00583,C0198,P073,04-10-2024 18.31,1,26.99,26.99,26.99,Rebecca Ray,Europe,27-02-2022,ComfortLiving Laptop,Electronics,26.99
T00661,C0049,P073,25-05-2024 20.16,2,53.98,26.99,53.98,Jason Yates,North America,18-09-2024,ComfortLiving Laptop,Electronics,26.99
T00955,C0149,P073,29-08-2024 14.05,2,53.98,26.99,53.98,Tina Wilson,Europe,21-01-2023,ComfortLiving Laptop,Electronics,26.99
T00099,C0103,P006,30-09-2024 23.30,1,121.32,121.32,121.32,Jennifer Munoz,Europe,15-05-2022,ActiveWear Rug,Home Decor,121.32
T00134,C0051,P006,03-01-2024 4.06,2,242.64,121.32,242.64,Nicholas Ellis,Europe,21-12-2023,ActiveWear Rug,Home Decor,121.32
T00143,C0003,P006,16-06-2024 5.24,3,363.96,121.32,363.96,Michael Rivera,South America,07-03-2024,ActiveWear Rug,Home Decor,121.32
T00181,C0181,P006,21-07-2024 3.18,4,485.28,121.32,485.28,Alexander Barker,South America,16-11-2023,ActiveWear Rug,Home Decor,121.32
T00226,C0139,P006,02-10-2024 16.46,2,242.64,121.32,242.64,Ricky Gutierrez,North America,14-03-2022,ActiveWear Rug,Home Decor,121.32
T00273,C0134,P006,14-04-2024 11.32,4,485.28,121.32,485.28,Theresa Gonzalez,Asia,19-02-2022,ActiveWear Rug,Home Decor,121.32
T00321,C0017,P006,20-06-2024 4.13,3,363.96,121.32,363.96,Jennifer King,Europe,05-12-2023,ActiveWear Rug,Home Decor,121.32
T00389,C0081,P006,20-01-2024 4.23,3,363.96,121.32,363.96,Kimberly Turner,Europe,24-02-2024,ActiveWear Rug,Home Decor,121.32
T00478,C0124,P006,12-04-2024 12.07,4,485.28,121.32,485.28,Lindsay Perez,Europe,26-08-2024,ActiveWear Rug,Home Decor,121.32
T00506,C0053,P006,18-09-2024 23.31,1,121.32,121.32,121.32,Albert Burke,Europe,18-06-2022,ActiveWear Rug,Home Decor,121.32
T00613,C0037,P006,30-09-2024 18.17,3,363.96,121.32,363.96,Linda Smith,Europe,04-02-2023,ActiveWear Rug,Home Decor,121.32
T00679,C0138,P006,06-09-2024 20.35,4,485.28,121.32,485.28,Cynthia Clayton,Asia,01-11-2024,ActiveWear Rug,Home Decor,121.32
T00772,C0104,P006,16-06-2024 21.51,2,242.64,121.32,242.64,Laura Bennett,South America,10-02-2022,ActiveWear Rug,Home Decor,121.32
T00108,C0177,P055,04-11-2024 3.30,1,128.53,128.53,128.53,Julia Kelly,Asia,01-06-2024,BookWorld Biography,Books,128.53
T00255,C0107,P055,27-02-2024 16.51,4,514.12,128.53,514.12,Dana Cantrell,South America,07-02-2023,BookWorld Biography,Books,128.53
T00429,C0030,P055,15-12-2024 1.23,3,385.59,128.53,385.59,Mark Brock,North America,30-01-2024,BookWorld Biography,Books,128.53
T00463,C0142,P055,25-05-2024 22.37,2,257.06,128.53,257.06,Nicole Long DVM,Asia,08-02-2024,BookWorld Biography,Books,128.53
T00466,C0034,P055,23-10-2024 16.57,4,514.12,128.53,514.12,Dalton Perez,North America,27-09-2023,BookWorld Biography,Books,128.53
T00639,C0109,P055,12-03-2024 3.33,3,385.59,128.53,385.59,Abigail Jones,North America,09-05-2022,BookWorld Biography,Books,128.53
T00822,C0011,P055,08-05-2024 18.21,3,385.59,128.53,385.59,Bryan Mathews,South America,12-12-2022,BookWorld Biography,Books,128.53
T00850,C0029,P055,03-03-2024 6.11,2,257.06,128.53,257.06,Erin Manning,North America,16-04-2022,BookWorld Biography,Books,128.53
T00872,C0088,P055,02-06-2024 13.27,1,128.53,128.53,128.53,Carlos Murray,Asia,14-05-2023,BookWorld Biography,Books,128.53
T00941,C0041,P055,20-07-2024 10.39,1,128.53,128.53,128.53,Lindsey Deleon,Europe,27-12-2023,BookWorld Biography,Books,128.53
T00109,C0175,P064,20-11-2024 9.53,4,1809.68,452.42,1809.68,Matthew Johnson,Asia,16-04-2022,HomeSense Running Shoes,Clothing,452.42
T00145,C0198,P064,29-09-2024 16.14,2,904.84,452.42,904.84,Rebecca Ray,Europe,27-02-2022,HomeSense Running Shoes,Clothing,452.42
T00552,C0096,P064,11-12-2024 17.46,4,1809.68,452.42,1809.68,Benjamin Mcclure,South America,18-11-2022,HomeSense Running Shoes,Clothing,452.42
T00628,C0141,P064,19-08-2024 0.45,1,452.42,452.42,452.42,Paul Parsons,Europe,23-02-2023,HomeSense Running Shoes,Clothing,452.42
T00636,C0054,P064,28-01-2024 4.32,3,1357.26,452.42,1357.26,Bruce Rhodes,Asia,29-09-2024,HomeSense Running Shoes,Clothing,452.42
T00671,C0013,P064,23-08-2024 9.19,1,452.42,452.42,452.42,Lauren Buchanan,South America,19-05-2024,HomeSense Running Shoes,Clothing,452.42
T00688,C0116,P064,22-05-2024 4.00,1,452.42,452.42,452.42,James Martinez,North America,11-09-2024,HomeSense Running Shoes,Clothing,452.42
T00889,C0200,P064,03-10-2024 4.33,3,1357.26,452.42,1357.26,Kelly Cross,Asia,11-06-2023,HomeSense Running Shoes,Clothing,452.42
T00972,C0106,P064,01-11-2024 6.54,3,1357.26,452.42,1357.26,Amanda Mcguire,Asia,22-09-2022,HomeSense Running Shoes,Clothing,452.42
T00999,C0024,P064,24-02-2024 12.09,1,452.42,452.42,452.42,Michele Cooley,North America,05-02-2024,HomeSense Running Shoes,Clothing,452.42
T00113,C0194,P090,26-08-2024 15.16,1,165.3,165.3,165.3,Stacy Cook,North America,04-05-2024,ComfortLiving Biography,Books,165.3
T00220,C0157,P090,21-06-2024 15.09,1,165.3,165.3,165.3,Miguel Wong,North America,30-01-2024,ComfortLiving Biography,Books,165.3
T00234,C0176,P090,07-07-2024 23.53,4,661.2,165.3,661.2,Nicole Booth,North America,23-03-2022,ComfortLiving Biography,Books,165.3
T00689,C0024,P090,30-05-2024 0.00,2,330.6,165.3,330.6,Michele Cooley,North America,05-02-2024,ComfortLiving Biography,Books,165.3
T00716,C0055,P090,02-04-2024 2.03,2,330.6,165.3,330.6,Lauren Williams,North America,11-11-2024,ComfortLiving Biography,Books,165.3
T00720,C0126,P090,08-01-2024 11.31,1,165.3,165.3,165.3,Caitlin Brown,South America,20-02-2024,ComfortLiving Biography,Books,165.3
T00917,C0113,P090,18-01-2024 9.04,2,330.6,165.3,330.6,Joseph Ortiz Jr.,South America,17-06-2022,ComfortLiving Biography,Books,165.3
T00937,C0116,P090,30-10-2024 8.16,1,165.3,165.3,165.3,James Martinez,North America,11-09-2024,ComfortLiving Biography,Books,165.3
T00119,C0147,P018,13-03-2024 2.57,1,436.89,436.89,436.89,Hunter Fuller,South America,16-05-2022,ComfortLiving Mystery Book,Books,436.89
T00411,C0064,P018,06-02-2024 15.02,4,1747.56,436.89,1747.56,Martha Montgomery,Europe,22-10-2023,ComfortLiving Mystery Book,Books,436.89
T00507,C0019,P018,28-05-2024 0.57,1,436.89,436.89,436.89,Brandon Rodriguez,Europe,12-01-2023,ComfortLiving Mystery Book,Books,436.89
T00606,C0196,P018,06-08-2024 14.37,3,1310.67,436.89,1310.67,Laura Watts,Europe,07-06-2022,ComfortLiving Mystery Book,Books,436.89
T00722,C0016,P018,31-07-2024 5.19,4,1747.56,436.89,1747.56,Emily Woods,North America,03-01-2024,ComfortLiving Mystery Book,Books,436.89
T00779,C0052,P018,29-08-2024 18.52,3,1310.67,436.89,1310.67,Stanley Aguirre,South America,20-02-2024,ComfortLiving Mystery Book,Books,436.89
T00870,C0187,P018,02-05-2024 14.16,4,1747.56,436.89,1747.56,Kayla Kelly,South America,02-08-2024,ComfortLiving Mystery Book,Books,436.89
T00120,C0156,P083,27-02-2024 16.09,1,455.72,455.72,455.72,William Adams,North America,19-08-2023,ActiveWear Smartwatch,Electronics,455.72
T00133,C0194,P083,26-09-2024 23.48,3,1367.16,455.72,1367.16,Stacy Cook,North America,04-05-2024,ActiveWear Smartwatch,Electronics,455.72
T00138,C0051,P083,26-04-2024 22.10,4,1822.88,455.72,1822.88,Nicholas Ellis,Europe,21-12-2023,ActiveWear Smartwatch,Electronics,455.72
T00168,C0023,P083,26-09-2024 17.22,3,1367.16,455.72,1367.16,Nicholas Cain,Europe,04-03-2022,ActiveWear Smartwatch,Electronics,455.72
T00289,C0141,P083,03-12-2024 21.22,3,1367.16,455.72,1367.16,Paul Parsons,Europe,23-02-2023,ActiveWear Smartwatch,Electronics,455.72
T00313,C0191,P083,23-04-2024 6.38,1,455.72,455.72,455.72,Samantha Gibson DVM,South America,07-04-2024,ActiveWear Smartwatch,Electronics,455.72
T00445,C0001,P083,07-05-2024 3.11,2,911.44,455.72,911.44,Lawrence Carroll,South America,10-07-2022,ActiveWear Smartwatch,Electronics,455.72
T00594,C0183,P083,29-10-2024 22.39,3,1367.16,455.72,1367.16,Kimberly Johnson,North America,23-01-2024,ActiveWear Smartwatch,Electronics,455.72
T00632,C0016,P083,11-07-2024 12.42,1,455.72,455.72,455.72,Emily Woods,North America,03-01-2024,ActiveWear Smartwatch,Electronics,455.72
T00670,C0046,P083,03-08-2024 21.42,2,911.44,455.72,911.44,Beth Cardenas,North America,23-10-2024,ActiveWear Smartwatch,Electronics,455.72
T00831,C0184,P083,19-05-2024 18.25,2,911.44,455.72,911.44,Tina Jacobs,South America,13-05-2022,ActiveWear Smartwatch,Electronics,455.72
T00845,C0154,P083,31-12-2023 15.44,2,911.44,455.72,911.44,Robert Sharp,North America,27-10-2024,ActiveWear Smartwatch,Electronics,455.72
T00887,C0066,P083,28-08-2024 20.52,3,1367.16,455.72,1367.16,Catherine White,Europe,15-11-2024,ActiveWear Smartwatch,Electronics,455.72
T00121,C0168,P043,23-10-2024 6.09,4,1617.6,404.4,1617.6,Karen Clements MD,South America,13-12-2022,SoundWave Novel,Books,404.4
T00151,C0131,P043,19-12-2024 17.58,2,808.8,404.4,808.8,Scott Wilson,North America,05-06-2022,SoundWave Novel,Books,404.4
T00254,C0174,P043,30-06-2024 15.44,2,808.8,404.4,808.8,Tracy Steele,South America,03-11-2022,SoundWave Novel,Books,404.4
T00342,C0054,P043,24-01-2024 16.03,3,1213.2,404.4,1213.2,Bruce Rhodes,Asia,29-09-2024,SoundWave Novel,Books,404.4
T00356,C0115,P043,22-12-2024 17.19,4,1617.6,404.4,1617.6,Joshua Hamilton,Asia,11-11-2024,SoundWave Novel,Books,404.4
T00572,C0155,P043,21-09-2024 21.57,2,808.8,404.4,808.8,Michelle Brown,South America,23-03-2023,SoundWave Novel,Books,404.4
T00790,C0084,P043,13-08-2024 23.52,1,404.4,404.4,404.4,Belinda Garner,Asia,17-09-2024,SoundWave Novel,Books,404.4
